Directorate,Question Text,Response Answer,Response Score,Question Status,Assignment Category,Person Number,User Person Type,System Person Type,Enterprise Hire Date,Month,Response Text,Response (%),Response Status,Grade Name,Length Of Service,LOS Bands
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,221921,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Strongly Agree,,Active,Standard full time,221921,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Strongly Agree,,Active,Standard full time,221921,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Agree,,Active,Standard full time,222025,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Agree,,Active,Standard full time,222025,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,222025,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Agree,,Active,Standard full time,222025,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,222025,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Disagree,,Active,Standard full time,222242,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Agree,,Active,Standard full time,222242,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Agree,,Active,Standard full time,222242,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Disagree,,Active,Standard full time,222242,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,222242,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Agree,,Active,Standard full time,222222,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Strongly Agree,,Active,Standard full time,222222,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,222222,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Agree,,Active,Standard full time,222222,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,222222,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard full time,222292,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Agree,,Active,Standard full time,222292,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard full time,222202,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Agree,,Active,Standard full time,222202,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Agree,,Active,Standard full time,222210,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Strongly Agree,,Active,Standard full time,222210,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,222210,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Strongly Agree,,Active,Standard full time,222210,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Strongly Agree,,Active,Standard full time,222210,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Strongly Agree,,Active,Standard full time,222214,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Disagree,,Active,Standard full time,222214,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Disagree,,Active,Standard full time,222226,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Disagree,,Active,Standard full time,222226,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,222226,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Strongly Disagree,,Active,Standard full time,222226,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Strongly Agree,,Active,Standard full time,222226,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard full time,222526,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Agree,,Active,Standard full time,222526,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Disagree,,Active,Standard full time,222225,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Agree,,Active,Standard full time,222225,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Disagree,,Active,Standard full time,222225,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Disagree,,Active,Standard full time,222225,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,222225,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Not Answered,,Active,Standard full time,222242,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Not Answered,,Active,Standard full time,222242,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,222242,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Not Answered,,Active,Standard full time,222242,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Not Answered,,Active,Standard full time,222242,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Disagree,,Active,Standard full time,222294,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Agree,,Active,Standard full time,222294,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,222294,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Strongly Disagree,,Active,Standard full time,222294,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,222294,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Agree,,Active,Standard full time,222821,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Agree,,Active,Standard full time,222821,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,222821,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Agree,,Active,Standard full time,222821,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,222821,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard part time,222852,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Strongly Disagree,,Active,Standard part time,222852,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Strongly Agree,,Active,Standard full time,222942,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Agree,,Active,Standard full time,222942,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Disagree,,Active,Standard full time,222956,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Disagree,,Active,Standard full time,222956,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard full time,222040,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Agree,,Active,Standard full time,222040,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Strongly Agree,,Active,Standard full time,222052,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Agree,,Active,Standard full time,222052,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Agree,,Active,Standard full time,222021,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Agree,,Active,Standard full time,222021,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,222021,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Disagree,,Active,Standard full time,222021,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Disagree,,Active,Standard full time,222021,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Disagree,,Active,Standard full time,222022,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Strongly Agree,,Active,Standard full time,222022,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,222022,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Strongly Agree,,Active,Standard full time,222022,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,222022,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Disagree,,Active,Standard full time,222125,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Agree,,Active,Standard full time,222125,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,222125,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Strongly Disagree,,Active,Standard full time,222125,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Disagree,,Active,Standard full time,222125,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Not Answered,,Active,Standard full time,222142,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Not Answered,,Active,Standard full time,222142,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,222142,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Not Answered,,Active,Standard full time,222142,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Not Answered,,Active,Standard full time,222142,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Agree,,Active,Standard full time,222159,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Prefer not to say,,Active,Standard full time,222159,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,222159,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Agree,,Active,Standard full time,222159,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,222159,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Disagree,,Active,Standard full time,222122,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Strongly Agree,,Active,Standard full time,222122,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Strongly Disagree,,Active,Standard full time,222122,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Strongly Agree,,Active,Standard full time,222122,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Strongly Agree,,Active,Standard full time,222122,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Strongly Agree,,Active,Standard full time,222226,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Disagree,,Active,Standard full time,222226,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Strongly Agree,,Active,Standard full time,222245,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Strongly Agree,,Active,Standard full time,222245,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,222245,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Disagree,,Active,Standard full time,222245,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,222245,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Strongly Agree,,Active,Standard full time,222262,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Agree,,Active,Standard full time,222262,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Agree,,Active,Standard full time,222225,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Agree,,Active,Standard full time,222225,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,222225,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Agree,,Active,Standard full time,222225,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,222225,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Agree,,Active,Standard full time,222428,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Agree,,Active,Standard full time,222428,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,222428,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Agree,,Active,Standard full time,222428,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Strongly Agree,,Active,Standard full time,222428,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Agree,,Active,Standard full time,222512,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Strongly Agree,,Active,Standard full time,222512,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,222512,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Disagree,,Active,Standard full time,222512,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Disagree,,Active,Standard full time,222512,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Disagree,,Active,Standard full time,222626,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Agree,,Active,Standard full time,222626,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,222626,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Disagree,,Active,Standard full time,222626,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,222626,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard full time,222652,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Agree,,Active,Standard full time,222652,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Agree,,Active,Standard full time,222249,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Agree,,Active,Standard full time,222249,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,222249,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Agree,,Active,Standard full time,222249,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,222249,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard full time,222815,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Disagree,,Active,Standard full time,222815,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Strongly Disagree,,Active,Standard full time,222892,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Agree,,Active,Standard full time,222892,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,222892,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Strongly Disagree,,Active,Standard full time,222892,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Disagree,,Active,Standard full time,222892,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard full time,224009,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Strongly Disagree,,Active,Standard full time,224009,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Strongly Agree,,Active,Standard full time,224012,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Strongly Agree,,Active,Standard full time,224012,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,224012,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Strongly Agree,,Active,Standard full time,224012,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Strongly Agree,,Active,Standard full time,224012,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Agree,,Active,Standard full time,224062,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Agree,,Active,Standard full time,224062,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,224062,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Agree,,Active,Standard full time,224062,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,224062,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard full time,224096,Fixed-term,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Agree,,Active,Standard full time,224096,Fixed-term,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Disagree,,Active,Standard full time,224288,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Agree,,Active,Standard full time,224288,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,224288,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Strongly Disagree,,Active,Standard full time,224288,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Strongly Agree,,Active,Standard full time,224288,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Not Answered,,Active,Standard full time,224202,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Not Answered,,Active,Standard full time,224202,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Strongly Agree,,Active,Standard full time,224220,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Strongly Agree,,Active,Standard full time,224220,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard part time,224222,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Not Answered,,Active,Standard part time,224222,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Disagree,,Active,Standard full time,224245,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Agree,,Active,Standard full time,224245,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,224245,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Agree,,Active,Standard full time,224245,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,224245,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Strongly Disagree,,Active,Standard full time,224280,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Agree,,Active,Standard full time,224280,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Strongly Disagree,,Active,Standard full time,224280,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Disagree,,Active,Standard full time,224280,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,224280,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Agree,,Active,Standard full time,224465,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Strongly Agree,,Active,Standard full time,224465,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,224465,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Agree,,Active,Standard full time,224465,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Not Answered,,Active,Standard full time,224465,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Strongly Agree,,Active,Standard full time,224422,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Strongly Agree,,Active,Standard full time,224422,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,224422,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Agree,,Active,Standard full time,224422,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,224422,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Disagree,,Active,Standard full time,224692,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Strongly Agree,,Active,Standard full time,224692,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,224692,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Strongly Agree,,Active,Standard full time,224692,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Strongly Agree,,Active,Standard full time,224692,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior Management in my directorate value different perspectives.,Agree,,Active,Standard full time,224246,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,The Bank fosters an environment where everyone can be themselves.,Strongly Agree,,Active,Standard full time,224246,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I am able to cope effectively with work-related stress. ,Not Answered,,Active,Standard full time,224246,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I feel free to speak my mind without fear of negative consequences.. ,Disagree,,Active,Standard full time,224246,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Disagree,,Active,Standard full time,224246,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Strongly Agree,,Active,Standard full time,224824,Permanent,Employee,,,,,,,,
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Agree,,Active,Standard full time,224824,Permanent,Employee,,,,,,,,
