Directorate,Question Text,Question Text Group,Response Answer,Assignment Category,Person Number,Termination Date,Allocation Date,User Person Type,Enterprise Hire Date,Month,Response Text,Response Date and Time,Grade Name,Length Of Service
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,771191,06/01/2023,17/11/2022,Permanent,09/09/2019,2022 / 11,,17/11/2022,Scale G,3.328767123
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Strongly Disagree,Standard full time,771191,06/01/2023,17/11/2022,Permanent,09/09/2019,2022 / 11,,17/11/2022,Scale G,3.328767123
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Disagree,Standard full time,771191,06/01/2023,17/11/2022,Permanent,09/09/2019,2022 / 11,,17/11/2022,Scale G,3.328767123
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Strongly Agree,Standard full time,771270,24/02/2023,28/11/2022,Permanent,09/09/2019,2022 / 12,,05/12/2022,Scale F,3.463013699
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Disagree,Standard full time,771270,24/02/2023,28/11/2022,Permanent,09/09/2019,2022 / 12,,05/12/2022,Scale F,3.463013699
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,771270,24/02/2023,28/11/2022,Permanent,09/09/2019,2022 / 12,,05/12/2022,Scale F,3.463013699
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Strongly Agree,Standard full time,771270,24/02/2023,28/11/2022,Permanent,09/09/2019,2022 / 12,,05/12/2022,Scale F,3.463013699
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Agree,Standard full time,771270,24/02/2023,28/11/2022,Permanent,09/09/2019,2022 / 12,,05/12/2022,Scale F,3.463013699
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Strongly Agree,Standard part time,771770,28/02/2023,10/01/2023,Permanent,02/09/2019,2023 / 01,,11/01/2023,Scale I,3.493150685
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Strongly Agree,Standard part time,771770,28/02/2023,10/01/2023,Permanent,02/09/2019,2023 / 01,,11/01/2023,Scale I,3.493150685
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard part time,771770,28/02/2023,10/01/2023,Permanent,02/09/2019,2023 / 01,,11/01/2023,Scale I,3.493150685
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Strongly Agree,Standard part time,771770,28/02/2023,10/01/2023,Permanent,02/09/2019,2023 / 01,,11/01/2023,Scale I,3.493150685
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Strongly Agree,Standard part time,771770,28/02/2023,10/01/2023,Permanent,02/09/2019,2023 / 01,,11/01/2023,Scale I,3.493150685
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Agree,Standard part time,771586,25/05/2023,26/04/2023,Permanent,06/01/2020,2023 / 05,,09/05/2023,Scale H,3.383561644
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Disagree,Standard part time,771586,25/05/2023,26/04/2023,Permanent,06/01/2020,2023 / 05,,09/05/2023,Scale H,3.383561644
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Strongly Agree,Standard part time,771586,25/05/2023,26/04/2023,Permanent,06/01/2020,2023 / 05,,09/05/2023,Scale H,3.383561644
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Agree,Standard part time,771586,25/05/2023,26/04/2023,Permanent,06/01/2020,2023 / 05,,09/05/2023,Scale H,3.383561644
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Agree,Standard part time,771586,25/05/2023,26/04/2023,Permanent,06/01/2020,2023 / 05,,09/05/2023,Scale H,3.383561644
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Agree,Standard full time,771671,07/04/2023,06/02/2023,Permanent,02/03/2020,2023 / 02,,28/02/2023,Scale F,3.098630137
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Strongly Agree,Standard full time,771671,07/04/2023,06/02/2023,Permanent,02/03/2020,2023 / 02,,28/02/2023,Scale F,3.098630137
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,771671,07/04/2023,06/02/2023,Permanent,02/03/2020,2023 / 02,,28/02/2023,Scale F,3.098630137
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Strongly Agree,Standard full time,771671,07/04/2023,06/02/2023,Permanent,02/03/2020,2023 / 02,,28/02/2023,Scale F,3.098630137
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Agree,Standard full time,771671,07/04/2023,06/02/2023,Permanent,02/03/2020,2023 / 02,,28/02/2023,Scale F,3.098630137
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Disagree,Standard full time,771897,13/10/2023,01/08/2023,Permanent,11/05/2020,2023 / 10,,12/10/2023,Scale F,3.424657534
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Strongly Disagree,Standard full time,771897,13/10/2023,01/08/2023,Permanent,11/05/2020,2023 / 10,,12/10/2023,Scale F,3.424657534
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Strongly Disagree,Standard full time,771897,13/10/2023,01/08/2023,Permanent,11/05/2020,2023 / 10,,12/10/2023,Scale F,3.424657534
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Disagree,Standard full time,771897,13/10/2023,01/08/2023,Permanent,11/05/2020,2023 / 10,,12/10/2023,Scale F,3.424657534
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Agree,Standard full time,771897,13/10/2023,01/08/2023,Permanent,11/05/2020,2023 / 10,,12/10/2023,Scale F,3.424657534
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Agree,Standard full time,771971,30/11/1973,02/12/2022,Permanent,08/06/2020,2022 / 12,,02/12/2022,Scale F,-46.55342466
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Strongly Agree,Standard full time,771971,30/11/1973,02/12/2022,Permanent,08/06/2020,2022 / 12,,02/12/2022,Scale F,-46.55342466
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,771971,30/11/1973,02/12/2022,Permanent,08/06/2020,2022 / 12,,02/12/2022,Scale F,-46.55342466
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Strongly Agree,Standard full time,771971,30/11/1973,02/12/2022,Permanent,08/06/2020,2022 / 12,,02/12/2022,Scale F,-46.55342466
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Strongly Agree,Standard full time,771971,30/11/1973,02/12/2022,Permanent,08/06/2020,2022 / 12,,02/12/2022,Scale F,-46.55342466
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Agree,Standard full time,772075,02/01/2023,16/11/2022,Permanent,08/06/2020,2022 / 12,,01/12/2022,Scale H,2.569863014
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Agree,Standard full time,772075,02/01/2023,16/11/2022,Permanent,08/06/2020,2022 / 12,,01/12/2022,Scale H,2.569863014
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,772075,02/01/2023,16/11/2022,Permanent,08/06/2020,2022 / 12,,01/12/2022,Scale H,2.569863014
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Agree,Standard full time,772075,02/01/2023,16/11/2022,Permanent,08/06/2020,2022 / 12,,01/12/2022,Scale H,2.569863014
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Agree,Standard full time,772075,02/01/2023,16/11/2022,Permanent,08/06/2020,2022 / 12,,01/12/2022,Scale H,2.569863014
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Disagree,Standard full time,772247,16/12/2022,17/11/2022,Permanent,17/08/2020,2022 / 12,,13/12/2022,Scale I,2.331506849
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Agree,Standard full time,772247,16/12/2022,17/11/2022,Permanent,17/08/2020,2022 / 12,,13/12/2022,Scale I,2.331506849
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Agree,Standard full time,772247,16/12/2022,17/11/2022,Permanent,17/08/2020,2022 / 12,,13/12/2022,Scale I,2.331506849
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Disagree,Standard full time,772247,16/12/2022,17/11/2022,Permanent,17/08/2020,2022 / 12,,13/12/2022,Scale I,2.331506849
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Agree,Standard full time,772247,16/12/2022,17/11/2022,Permanent,17/08/2020,2022 / 12,,13/12/2022,Scale I,2.331506849
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Agree,Standard full time,772272,10/02/2023,19/12/2022,Permanent,21/09/2020,2023 / 01,,16/01/2023,Scale I,2.389041096
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Strongly Agree,Standard full time,772272,10/02/2023,19/12/2022,Permanent,21/09/2020,2023 / 01,,16/01/2023,Scale I,2.389041096
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,772272,10/02/2023,19/12/2022,Permanent,21/09/2020,2023 / 01,,16/01/2023,Scale I,2.389041096
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Agree,Standard full time,772272,10/02/2023,19/12/2022,Permanent,21/09/2020,2023 / 01,,16/01/2023,Scale I,2.389041096
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Agree,Standard full time,772272,10/02/2023,19/12/2022,Permanent,21/09/2020,2023 / 01,,16/01/2023,Scale I,2.389041096
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Agree,Standard full time,772292,04/08/2023,05/07/2023,Permanent,17/08/2020,2023 / 07,,27/07/2023,Scale G,2.964383562
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Strongly Agree,Standard full time,772292,04/08/2023,05/07/2023,Permanent,17/08/2020,2023 / 07,,27/07/2023,Scale G,2.964383562
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Agree,Standard full time,772292,04/08/2023,05/07/2023,Permanent,17/08/2020,2023 / 07,,27/07/2023,Scale G,2.964383562
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Agree,Standard full time,772292,04/08/2023,05/07/2023,Permanent,17/08/2020,2023 / 07,,27/07/2023,Scale G,2.964383562
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Agree,Standard full time,772292,04/08/2023,05/07/2023,Permanent,17/08/2020,2023 / 07,,27/07/2023,Scale G,2.964383562
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Prefer not to say,Standard full time,772707,29/06/2023,31/03/2023,Permanent,09/09/2020,2023 / 04,,26/04/2023,Scale G,2.802739726
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Agree,Standard full time,772707,29/06/2023,31/03/2023,Permanent,09/09/2020,2023 / 04,,26/04/2023,Scale G,2.802739726
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Agree,Standard full time,772707,29/06/2023,31/03/2023,Permanent,09/09/2020,2023 / 04,,26/04/2023,Scale G,2.802739726
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Disagree,Standard full time,772707,29/06/2023,31/03/2023,Permanent,09/09/2020,2023 / 04,,26/04/2023,Scale G,2.802739726
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Agree,Standard full time,772707,29/06/2023,31/03/2023,Permanent,09/09/2020,2023 / 04,,26/04/2023,Scale G,2.802739726
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Agree,Standard full time,772710,27/01/2023,31/10/2022,Permanent,09/09/2020,2022 / 11,,28/11/2022,Scale G,2.383561644
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Strongly Agree,Standard full time,772710,27/01/2023,31/10/2022,Permanent,09/09/2020,2022 / 11,,28/11/2022,Scale G,2.383561644
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,772710,27/01/2023,31/10/2022,Permanent,09/09/2020,2022 / 11,,28/11/2022,Scale G,2.383561644
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Strongly Agree,Standard full time,772710,27/01/2023,31/10/2022,Permanent,09/09/2020,2022 / 11,,28/11/2022,Scale G,2.383561644
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Strongly Agree,Standard full time,772710,27/01/2023,31/10/2022,Permanent,09/09/2020,2022 / 11,,28/11/2022,Scale G,2.383561644
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Agree,Standard full time,772714,06/10/2023,25/07/2023,Permanent,24/08/2020,2023 / 08,,23/08/2023,Scale G,3.117808219
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Strongly Agree,Standard full time,772714,06/10/2023,25/07/2023,Permanent,24/08/2020,2023 / 08,,23/08/2023,Scale G,3.117808219
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Strongly Agree,Standard full time,772714,06/10/2023,25/07/2023,Permanent,24/08/2020,2023 / 08,,23/08/2023,Scale G,3.117808219
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Strongly Agree,Standard full time,772714,06/10/2023,25/07/2023,Permanent,24/08/2020,2023 / 08,,23/08/2023,Scale G,3.117808219
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Disagree,Standard full time,772714,06/10/2023,25/07/2023,Permanent,24/08/2020,2023 / 08,,23/08/2023,Scale G,3.117808219
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Disagree,Standard full time,772776,04/11/2022,09/09/2022,Permanent,09/09/2020,2022 / 11,,02/11/2022,Scale G,2.153424658
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Disagree,Standard full time,772776,04/11/2022,09/09/2022,Permanent,09/09/2020,2022 / 11,,02/11/2022,Scale G,2.153424658
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,772776,04/11/2022,09/09/2022,Permanent,09/09/2020,2022 / 11,,02/11/2022,Scale G,2.153424658
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Strongly Disagree,Standard full time,772776,04/11/2022,09/09/2022,Permanent,09/09/2020,2022 / 11,,02/11/2022,Scale G,2.153424658
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Strongly Agree,Standard full time,772776,04/11/2022,09/09/2022,Permanent,09/09/2020,2022 / 11,,02/11/2022,Scale G,2.153424658
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Agree,Standard full time,772576,10/08/2023,12/05/2023,Permanent,02/11/2020,2023 / 06,,19/06/2023,Scale D,2.769863014
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Agree,Standard full time,772576,10/08/2023,12/05/2023,Permanent,02/11/2020,2023 / 06,,19/06/2023,Scale D,2.769863014
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Agree,Standard full time,772576,10/08/2023,12/05/2023,Permanent,02/11/2020,2023 / 06,,19/06/2023,Scale D,2.769863014
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Agree,Standard full time,772576,10/08/2023,12/05/2023,Permanent,02/11/2020,2023 / 06,,19/06/2023,Scale D,2.769863014
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Agree,Standard full time,772576,10/08/2023,12/05/2023,Permanent,02/11/2020,2023 / 06,,19/06/2023,Scale D,2.769863014
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Disagree,Standard full time,772725,28/02/2023,06/12/2022,Permanent,16/11/2020,2023 / 02,,23/02/2023,Scale D,2.284931507
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Agree,Standard full time,772725,28/02/2023,06/12/2022,Permanent,16/11/2020,2023 / 02,,23/02/2023,Scale D,2.284931507
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Disagree,Standard full time,772725,28/02/2023,06/12/2022,Permanent,16/11/2020,2023 / 02,,23/02/2023,Scale D,2.284931507
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Disagree,Standard full time,772725,28/02/2023,06/12/2022,Permanent,16/11/2020,2023 / 02,,23/02/2023,Scale D,2.284931507
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Agree,Standard full time,772725,28/02/2023,06/12/2022,Permanent,16/11/2020,2023 / 02,,23/02/2023,Scale D,2.284931507
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Not Answered,Standard full time,772747,03/01/2023,23/11/2022,Permanent,01/01/2021,2022 / 12,,28/12/2022,Scale E,2.005479452
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Not Answered,Standard full time,772747,03/01/2023,23/11/2022,Permanent,01/01/2021,2022 / 12,,28/12/2022,Scale E,2.005479452
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,772747,03/01/2023,23/11/2022,Permanent,01/01/2021,2022 / 12,,28/12/2022,Scale E,2.005479452
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Not Answered,Standard full time,772747,03/01/2023,23/11/2022,Permanent,01/01/2021,2022 / 12,,28/12/2022,Scale E,2.005479452
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Not Answered,Standard full time,772747,03/01/2023,23/11/2022,Permanent,01/01/2021,2022 / 12,,28/12/2022,Scale E,2.005479452
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Disagree,Standard full time,772794,07/05/2023,14/02/2023,Permanent,04/01/2021,2023 / 02,,24/02/2023,Scale E,2.336986301
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Agree,Standard full time,772794,07/05/2023,14/02/2023,Permanent,04/01/2021,2023 / 02,,24/02/2023,Scale E,2.336986301
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,772794,07/05/2023,14/02/2023,Permanent,04/01/2021,2023 / 02,,24/02/2023,Scale E,2.336986301
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Strongly Disagree,Standard full time,772794,07/05/2023,14/02/2023,Permanent,04/01/2021,2023 / 02,,24/02/2023,Scale E,2.336986301
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Agree,Standard full time,772794,07/05/2023,14/02/2023,Permanent,04/01/2021,2023 / 02,,24/02/2023,Scale E,2.336986301
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Agree,Standard full time,772871,17/03/2023,08/02/2023,Permanent,04/01/2021,2023 / 03,,14/03/2023,Scale G,2.197260274
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Agree,Standard full time,772871,17/03/2023,08/02/2023,Permanent,04/01/2021,2023 / 03,,14/03/2023,Scale G,2.197260274
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,772871,17/03/2023,08/02/2023,Permanent,04/01/2021,2023 / 03,,14/03/2023,Scale G,2.197260274
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Agree,Standard full time,772871,17/03/2023,08/02/2023,Permanent,04/01/2021,2023 / 03,,14/03/2023,Scale G,2.197260274
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Agree,Standard full time,772871,17/03/2023,08/02/2023,Permanent,04/01/2021,2023 / 03,,14/03/2023,Scale G,2.197260274
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Disagree,Standard part time,772857,15/09/2023,14/07/2023,Permanent,14/12/2020,2023 / 09,,12/09/2023,Scale F,2.753424658
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Disagree,Standard part time,772857,15/09/2023,14/07/2023,Permanent,14/12/2020,2023 / 09,,12/09/2023,Scale F,2.753424658
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Agree,Standard part time,772857,15/09/2023,14/07/2023,Permanent,14/12/2020,2023 / 09,,12/09/2023,Scale F,2.753424658
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Agree,Standard part time,772857,15/09/2023,14/07/2023,Permanent,14/12/2020,2023 / 09,,12/09/2023,Scale F,2.753424658
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Strongly Disagree,Standard part time,772857,15/09/2023,14/07/2023,Permanent,14/12/2020,2023 / 09,,12/09/2023,Scale F,2.753424658
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Agree,Standard full time,772947,21/04/2023,28/03/2023,Permanent,18/01/2021,2023 / 04,,19/04/2023,Scale I,2.254794521
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Agree,Standard full time,772947,21/04/2023,28/03/2023,Permanent,18/01/2021,2023 / 04,,19/04/2023,Scale I,2.254794521
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Strongly Agree,Standard full time,772947,21/04/2023,28/03/2023,Permanent,18/01/2021,2023 / 04,,19/04/2023,Scale I,2.254794521
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Agree,Standard full time,772947,21/04/2023,28/03/2023,Permanent,18/01/2021,2023 / 04,,19/04/2023,Scale I,2.254794521
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Agree,Standard full time,772947,21/04/2023,28/03/2023,Permanent,18/01/2021,2023 / 04,,19/04/2023,Scale I,2.254794521
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Prefer not to say,Standard full time,772956,14/08/2023,18/05/2023,Permanent,01/02/2021,2023 / 06,,09/06/2023,Scale D,2.531506849
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Disagree,Standard full time,772956,14/08/2023,18/05/2023,Permanent,01/02/2021,2023 / 06,,09/06/2023,Scale D,2.531506849
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Disagree,Standard full time,772956,14/08/2023,18/05/2023,Permanent,01/02/2021,2023 / 06,,09/06/2023,Scale D,2.531506849
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Disagree,Standard full time,772956,14/08/2023,18/05/2023,Permanent,01/02/2021,2023 / 06,,09/06/2023,Scale D,2.531506849
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Disagree,Standard full time,772956,14/08/2023,18/05/2023,Permanent,01/02/2021,2023 / 06,,09/06/2023,Scale D,2.531506849
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Strongly Agree,Standard full time,777040,30/06/2023,12/05/2023,Permanent,01/03/2021,2023 / 06,,06/06/2023,Scale D,2.331506849
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Agree,Standard full time,777040,30/06/2023,12/05/2023,Permanent,01/03/2021,2023 / 06,,06/06/2023,Scale D,2.331506849
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Agree,Standard full time,777040,30/06/2023,12/05/2023,Permanent,01/03/2021,2023 / 06,,06/06/2023,Scale D,2.331506849
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Strongly Agree,Standard full time,777040,30/06/2023,12/05/2023,Permanent,01/03/2021,2023 / 06,,06/06/2023,Scale D,2.331506849
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Agree,Standard full time,777040,30/06/2023,12/05/2023,Permanent,01/03/2021,2023 / 06,,06/06/2023,Scale D,2.331506849
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Agree,Standard full time,777057,09/06/2023,14/03/2023,Permanent,01/03/2021,2023 / 03,,15/03/2023,Scale D,2.273972603
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Agree,Standard full time,777057,09/06/2023,14/03/2023,Permanent,01/03/2021,2023 / 03,,15/03/2023,Scale D,2.273972603
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Strongly Agree,Standard full time,777057,09/06/2023,14/03/2023,Permanent,01/03/2021,2023 / 03,,15/03/2023,Scale D,2.273972603
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Strongly Agree,Standard full time,777057,09/06/2023,14/03/2023,Permanent,01/03/2021,2023 / 03,,15/03/2023,Scale D,2.273972603
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Agree,Standard full time,777057,09/06/2023,14/03/2023,Permanent,01/03/2021,2023 / 03,,15/03/2023,Scale D,2.273972603
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Agree,Standard full time,777071,05/03/2023,06/02/2023,Permanent,01/03/2021,2023 / 02,,28/02/2023,Scale F,2.010958904
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Agree,Standard full time,777071,05/03/2023,06/02/2023,Permanent,01/03/2021,2023 / 02,,28/02/2023,Scale F,2.010958904
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,777071,05/03/2023,06/02/2023,Permanent,01/03/2021,2023 / 02,,28/02/2023,Scale F,2.010958904
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Disagree,Standard full time,777071,05/03/2023,06/02/2023,Permanent,01/03/2021,2023 / 02,,28/02/2023,Scale F,2.010958904
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Disagree,Standard full time,777071,05/03/2023,06/02/2023,Permanent,01/03/2021,2023 / 02,,28/02/2023,Scale F,2.010958904
